,12,13,14,15,16,17,18,19,20,21
Politische Strukturen und Prozesse,0.07185503299465801,0.027442484266996803,0.029691619855554283,0.05111153334600038,0.05388355894335655,0.045975344452501815,0.045740423098913664,0.04393984075493955,0.06546537818789508,0.03254322146600954
Sozialpolitik,0.23609510841101916,0.07386773960590116,0.0889602201077611,0.08543922984356198,0.08713365751084243,0.12044960116026106,0.10684676958261864,0.13248304335004424,0.14691564339170238,0.07971524681217242
Gesundheitspolitik,0.010265004713522572,0.5938305994016301,0.5373151438725209,0.5390461713851415,0.4722039689840978,0.3411892675852067,0.33490566037735847,0.2624594514892362,0.20475187095836664,0.5735742783384182
Familien- und Gleichstellungspolitik,0.0030376034356342308,0.0016506757453832663,0.0011463945890175398,0.003103426436126417,0.003219871205151794,0.0029731689630166785,0.0022155517438536307,0.0023591860808021233,0.0018891230109714453,0.0019557224438707657
Bildungspolitik,0.022624908348172202,0.01021355617455896,0.011693224807978906,0.01456710367977706,0.020239190432382703,0.023567802755620013,0.01765294453973699,0.020200530816868182,0.022669476131657342,0.011656105765469764
Umweltpolitik,0.1393107782549492,0.01918910554008047,0.03198440903358936,0.04243460637152448,0.07287422788802733,0.11348803480783176,0.17888793596340766,0.20141551164848126,0.20816682409358425,0.07869827114135962
Wirtschaftspolitik,0.08568136587409657,0.09532652429588363,0.06889831479995415,0.08955602001393376,0.09896175581548167,0.12037708484408992,0.09562607204116638,0.10498378059569448,0.1282423890140231,0.05116169913165924
Sicherheits,0.07562585105268671,0.017332095326524296,0.04081164736902442,0.024700741022230667,0.027927454330398213,0.029949238578680204,0.023227558604917094,0.022485992332645238,0.021942890358206787,0.024876789486036142
Außenpolitik,0.012359903634649628,0.00299184978850717,0.0028659864725438496,0.0032934321362974224,0.003219871205151794,0.003553299492385787,0.007218410520297313,0.008035977587732232,0.004214197486013224,0.004459047172025346
Medien und Kommunikation,0.00031423483816905834,0.00020633446817290828,0.0005731972945087699,0.0008866932674646906,0.000985674858719937,0.00043509789702683103,0.000357347055460263,0.00036862282512533176,0.0005086100414153891,0.0006258311820386451
Sonstiges,0.028804860165497014,0.019498607242339833,0.01983262639000344,0.0309075938944835,0.0297016690760941,0.025308194343727337,0.02437106918238994,0.02064287820701858,0.022160866090241954,0.017523273097082064
Migration und Integration,0.22949617680946893,0.0947075208913649,0.11131491459360311,0.06409525619101906,0.0655145222762518,0.10870195794053662,0.10198684962835906,0.11736950751990563,0.10230327690183826,0.07134475475240554
Ostdeutschland,0.0020948989211270557,0.00010316723408645414,0.00011463945890175398,0.0003800114003420103,6.57116572479958e-05,0.0005076142131979696,0.0002858776443682104,0.00036862282512533176,0.0011625372375208894,0.0007040600797934757
keine Angabe,0.0357180266052163,0.02847415660786134,0.03301616416370515,0.029704224460067135,0.03561571822841372,0.03850616388687455,0.038307604345340196,0.0392214685933353,0.047082758119596016,0.022921067042165375
weiß nich,0.010683984497747984,0.006912204683792427,0.007566204287515763,0.00715688137310786,0.008739650413983441,0.010079767947788252,0.00850485991995426,0.009584193453258626,0.007629150621230836,0.006414769615896112
"Werte, politische Kultur und Gesellschaftskritik",0.03603226144338536,0.008253378726916331,0.014215292903817494,0.013617075178922034,0.01971349717439874,0.014938361131254532,0.013865065751858205,0.014081391919787674,0.014895008355736395,0.021825862473597746
